46 1596502081 0.000000 0.000000 -101.000000 0.000000 0.000000
46 1596502082 0.000000 0.000000 -101.000000 0.000000 0.000000
46 1596502083 0.000000 0.000000 -101.000000 0.000000 0.000000
46 1596502084 0.000000 0.000000 -101.000000 0.000000 0.000000
46 1596502085 4.000000 0.200000 0.800000 0.800000 -20.200000
46 1596502086 4.000000 0.200000 1.600000 1.600000 -20.200000
46 1596502087 4.000000 0.200000 2.400000 2.400000 -20.200000
46 1596502088 4.000000 0.200000 3.200000 3.200000 -20.200000
46 1596502089 4.000000 0.200000 4.000000 4.000000 -20.200000
46 1596502090 2.000000 0.600000 5.200000 5.200000 -20.200000
46 1596502091 2.000000 0.600000 6.400000 6.400000 -20.200000
46 1596502092 2.000000 0.600000 7.600000 7.600000 -20.200000
46 1596502093 2.000000 0.600000 8.800000 8.800000 -20.200000
46 1596502094 2.000000 0.600000 10.000000 10.000000 -20.200000
46 1596502095 0.666667 1.200000 10.800000 10.800000 -20.200000
46 1596502096 0.666667 1.200000 11.600000 11.600000 -20.200000
46 1596502097 0.666667 1.200000 12.400000 12.400000 -20.200000
46 1596502098 0.666667 1.200000 13.200000 13.200000 -20.200000
46 1596502099 0.666667 1.200000 14.000000 14.000000 -20.200000
46 1596502100 0.100000 2.000000 14.200000 14.200000 -20.200000
46 1596502101 0.100000 2.000000 14.400000 14.400000 -20.200000
46 1596502102 0.100000 2.000000 14.600000 14.600000 -20.200000
46 1596502103 0.100000 2.000000 14.800000 14.800000 -20.200000
46 1596502104 0.100000 2.000000 15.000000 15.000000 -20.200000
46 1596502105 0.071429 2.800000 15.200000 15.200000 -20.200000
46 1596502106 0.071429 2.800000 15.400000 15.400000 -20.200000
46 1596502107 0.071429 2.800000 15.600000 15.600000 -20.200000
46 1596502108 0.071429 2.800000 15.800000 15.800000 -20.200000
46 1596502109 0.071429 2.800000 16.000000 16.000000 -20.200000
46 1596502110 0.250000 4.000000 17.000000 17.000000 -20.200000
46 1596502111 0.250000 4.000000 18.000000 18.000000 -20.200000
46 1596502112 0.250000 4.000000 19.000000 19.000000 -20.200000
46 1596502113 0.250000 4.000000 20.000000 20.000000 -20.200000
46 1596502114 0.250000 4.000000 21.000000 21.000000 -20.200000
46 1596502115 0.038462 5.200000 21.200000 21.200000 -20.200000
46 1596502116 0.038462 5.200000 21.400000 21.400000 -20.200000
46 1596502117 0.038462 5.200000 21.600000 21.600000 -20.200000
46 1596502118 0.038462 5.200000 21.800000 21.800000 -20.200000
46 1596502119 0.038462 5.200000 22.000000 22.000000 -20.200000
46 1596502120 0.029412 6.800000 22.200000 22.200000 -20.200000
46 1596502121 0.029412 6.800000 22.400000 22.400000 -20.200000
46 1596502122 0.029412 6.800000 22.600000 22.600000 -20.200000
46 1596502123 0.029412 6.800000 22.800000 22.800000 -20.200000
46 1596502124 0.029412 6.800000 23.000000 23.000000 -20.200000
46 1596502125 0.000000 8.400000 23.000000 23.000000 -20.200000
46 1596502126 0.000000 8.400000 23.000000 23.000000 -20.200000
46 1596502127 0.000000 8.400000 23.000000 23.000000 -20.200000
46 1596502128 0.000000 8.400000 23.000000 23.000000 -20.200000
46 1596502129 0.000000 8.400000 23.000000 23.000000 -20.200000
46 1596502130 0.062500 9.600000 23.600000 23.600000 -20.200000
46 1596502131 0.062500 9.600000 24.200000 24.200000 -20.200000
46 1596502132 0.062500 9.600000 24.800000 24.800000 -20.200000
46 1596502133 0.062500 9.600000 25.400000 25.400000 -20.200000
46 1596502134 0.062500 9.600000 26.000000 26.000000 -20.200000
46 1596502135 0.037736 10.600000 26.400000 26.400000 -20.200000
46 1596502136 0.037736 10.600000 26.800000 26.800000 -20.200000
46 1596502137 0.037736 10.600000 27.200000 27.200000 -20.200000
46 1596502138 0.037736 10.600000 27.600000 27.600000 -20.200000
46 1596502139 0.037736 10.600000 28.000000 28.000000 -20.200000
46 1596502140 -0.133333 12.000000 26.400000 26.400000 -20.200000
46 1596502141 -0.133333 12.000000 24.800000 24.800000 -20.200000
46 1596502142 -0.133333 12.000000 23.200000 23.200000 -20.200000
46 1596502143 -0.133333 12.000000 21.600000 21.600000 -20.200000
46 1596502144 -0.133333 12.000000 20.000000 20.000000 -20.200000
46 1596502145 0.015873 12.600000 20.200000 20.200000 -20.200000
46 1596502146 0.015873 12.600000 20.400000 20.400000 -20.200000
46 1596502147 0.015873 12.600000 20.600000 20.600000 -20.200000
46 1596502148 0.015873 12.600000 20.800000 20.800000 -20.200000
46 1596502149 0.015873 12.600000 21.000000 21.000000 -20.200000
46 1596502150 0.101449 13.800000 22.400000 22.400000 -20.200000
46 1596502151 0.101449 13.800000 23.800000 23.800000 -20.200000
46 1596502152 0.101449 13.800000 25.200000 25.200000 -20.200000
46 1596502153 0.101449 13.800000 26.600000 26.600000 -20.200000
46 1596502154 0.101449 13.800000 28.000000 28.000000 -20.200000
46 1596502155 -0.041667 14.400000 27.400000 27.400000 -20.200000
46 1596502156 -0.041667 14.400000 26.800000 26.800000 -20.200000
46 1596502157 -0.041667 14.400000 26.200000 26.200000 -20.200000
46 1596502158 -0.041667 14.400000 25.600000 25.600000 -20.200000
46 1596502159 -0.041667 14.400000 25.000000 25.000000 -20.200000
46 1596502160 -0.065789 15.200000 24.000000 24.000000 -20.200000
46 1596502161 -0.065789 15.200000 23.000000 23.000000 -20.200000
46 1596502162 -0.065789 15.200000 22.000000 22.000000 -20.200000
46 1596502163 -0.065789 15.200000 21.000000 21.000000 -20.200000
46 1596502164 -0.065789 15.200000 20.000000 20.000000 -20.200000
46 1596502165 0.037500 16.000000 20.600000 20.600000 -20.200000
46 1596502166 0.037500 16.000000 21.200000 21.200000 -20.200000
46 1596502167 0.037500 16.000000 21.800000 21.800000 -20.200000
46 1596502168 0.037500 16.000000 22.400000 22.400000 -20.200000
46 1596502169 0.037500 16.000000 23.000000 23.000000 -20.200000
46 1596502170 0.048780 16.400000 23.800000 23.800000 -20.200000
46 1596502171 0.048780 16.400000 24.600000 24.600000 -20.200000
46 1596502172 0.048780 16.400000 25.400000 25.400000 -20.200000
46 1596502173 0.048780 16.400000 26.200000 26.200000 -20.200000
46 1596502174 0.048780 16.400000 27.000000 27.000000 -20.200000
46 1596502175 0.023529 17.000000 27.400000 27.400000 -20.200000
46 1596502176 0.023529 17.000000 27.800000 27.800000 -20.200000
46 1596502177 0.023529 17.000000 28.200000 28.200000 -20.200000
46 1596502178 0.023529 17.000000 28.600000 28.600000 -20.200000
46 1596502179 0.023529 17.000000 29.000000 29.000000 -20.200000
46 1596502180 -0.034091 17.600000 28.400000 28.400000 -20.200000
46 1596502181 -0.034091 17.600000 27.800000 27.800000 -20.200000
46 1596502182 -0.034091 17.600000 27.200000 27.200000 -20.200000
46 1596502183 -0.034091 17.600000 26.600000 26.600000 -20.200000
46 1596502184 -0.034091 17.600000 26.000000 26.000000 -20.200000
46 1596502185 0.021505 18.600000 26.400000 26.400000 -20.200000
46 1596502186 0.021505 18.600000 26.800000 26.800000 -20.200000
